city_id,city_name,state,timestamp_utc,pm25,latitude,longitude,sensor_id,location_id,data_source
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,3.1,51.5835993,-1.5156409,9965662,2955058,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,14.0,39.143196999999994,-76.84619199999999,2050,1142,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T05:00:00Z,3.9,46.682299,-68.016195,1802,1000,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T05:00:00Z,3.0,41.75613,-124.20347,22904,7903,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,6.9,30.323,-97.7496,8783057,2732901,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,7.0,49.61157000022714,6.118469999695286,29795,9642,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,2.7,51.136354,-114.145923,9976876,2957005,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2024-10-01T07:00:00Z,9.317301511764526,14.63634665114693,102.78607574105901,9032170,2821629,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,4.2,51.52224,-0.15657,7897374,2453319,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,22.1,-37.765431408016745,144.92159283860687,9458479,2878674,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-04-02T05:00:00Z,52.916666666666664,18.83658958412909,97.93999695256035,9075438,2827390,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T05:00:00Z,0.0,54.05389,-128.671436,2176,1215,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T05:00:00Z,6.0,49.70516,-123.15133,25641,8794,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2021-11-11T17:00:00Z,6.5,31.768056,-106.501111,1331118,41398,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2021-08-09T11:00:00Z,24.0,26.571,101.6891,34373,10418,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,12.4,47.681988,-122.125229,17133422,6473354,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-12-04T00:00:00Z,0.0,-4.914723,-80.960358,8437748,2578976,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2021-08-09T11:00:00Z,17.0,29.911,121.83580000000002,31737,9982,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2021-08-09T11:00:00Z,10.0,22.738,114.06780000000002,29356,9556,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,6.0,42.715280000299245,-7.449440000044521,22443,7716,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-12-04T00:05:00Z,3.4,-9.561408,-77.083976,8437751,2578975,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,3.1,45.75329999969274,5.072199999985248,40635,3799,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T03:30:00Z,6.79,22.368195,82.746431,12242173,3409365,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,0.0,-38.66538,175.924593,15246882,6212981,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,3.2,40.86196345660962,-124.06708008112147,9720124,2914454,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,0.0,48.011240402039554,14.396925297261548,9721536,2914675,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-03-16T14:00:00Z,8.870833198229471,28.21795003995139,-80.7259570201707,9403078,2871295,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,36.7,42.280405,22.758804,15251328,6213577,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,4.2,44.5694430002562,5.27897200043165,5614,2676,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T01:00:00Z,4.98901,52.48416800001682,13.123698000137418,23604,3096,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2024-03-15T20:00:00Z,45.3,42.687073,21.158341000000004,8437776,2578981,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-01-08T12:00:00Z,6.1,-10.750829,-76.263631,8437777,2578967,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-01-08T12:00:00Z,8.1,-13.707724000000002,-76.193606,8437784,2578983,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2021-08-09T11:00:00Z,47.0,35.7754,115.08659999999999,26886,9066,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-21T06:00:00Z,0.7,48.872386,2.504768,16299562,6354360,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-12-04T00:05:00Z,51.0,-12.012363,-76.937171,8437787,2578970,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-12-04T00:05:00Z,36.7,-11.996141,-76.922521,8437791,2578968,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2025-07-09T23:00:00Z,4.0,41.58885,-109.23784,9991917,2959755,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T04:00:00Z,0.0,42.1281538,-77.0801609,17134382,6473486,OpenAQ monitored measurement
LKO,Lucknow,Uttar Pradesh,2026-08-25T05:00:00Z,3.7,40.7269,-73.8933,1103,628,OpenAQ monitored measurement
